"average_covered_charges","average_medicare_payments","average_medicare_payments_2","drg_definition","hospital_referral_region_description","provider_city","provider_id","provider_name","provider_state","provider_street_address","provider_zip_code","total_discharges"
"20053.2","5368.45","4177.35","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","IA - Dubuque","DUBUQUE","160069","MERCY MEDICAL CENTER-DUBUQUE","IA","250 MERCY DRIVE","52001","40"
"21153.28","5697.85","4152.76","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","IA - Cedar Rapids","CEDAR RAPIDS","160079","MERCY MEDICAL CENTER - CEDAR RAPIDS","IA","701 10TH STREET SE","52403","21"
"29444","6614.5","5954.16","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","IA - Davenport","CLINTON","160080","MERCY MEDICAL CENTER-CLINTON","IA","1410 NORTH 4TH STREET","52732","12"
"26132.65","6365.53","5272.6","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","IA - Des Moines","DES MOINES","160082","IOWA METHODIST MEDICAL CENTER","IA","1200 PLEASANT STREET","50309","75"
"27622.88","6379.15","5330.05","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","IA - Des Moines","DES MOINES","160083","MERCY MEDICAL CENTER-DES MOINES","IA","1111 6TH AVE","50314","76"
"15909.89","5752.27","4841.80","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","IA - Waterloo","WATERLOO","160110","ALLEN MEMORIAL HOSPITAL","IA","1825 LOGAN AVENUE","50703","47"
"19246.82","5831.42","4462.56","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","IA - Sioux City","SIOUX CITY","160153","MERCY MEDICAL CENTER-SIOUX CITY","IA","801 5TH ST BOX #316B","51101","57"
"25457.84","6075.57","5082.80","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KS - Wichita","SALINA","170012","SALINA REGIONAL HEALTH CENTER","KS","400 SOUTH SANTA FE AVENUE","67401","26"
"45477.87","7485.12","5702.93","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KS - Wichita","HAYS","170013","HAYS MEDICAL CENTER","KS","2220 CANTERBURY DRIVE","67601","16"
"17068.58","5589.87","4887.70","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KS - Topeka","TOPEKA","170016","ST FRANCIS HEALTH CENTER INC","KS","1700 SW 7TH STREET","66606","24"
"19810.83","6588.23","5336.76","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KS - Wichita","HUTCHINSON","170020","HUTCHINSON REGIONAL MEDICAL CENTER INC","KS","1701 E 23RD AVENUE","67502","30"
"41190.73","7305.38","6361.53","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Kansas City","KANSAS CITY","170040","UNIVERSITY OF KANSAS HOSPITAL","KS","3901 RAINBOW BLVD","66160","26"
"11874.25","5548.06","4385.48","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Kansas City","OLATHE","170049","OLATHE MEDICAL CENTER","KS","20375 W 151ST ST #303","66061","47"
"39971.26","6348.29","5059.32","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KS - Topeka","TOPEKA","170086","STORMONT-VAIL HEALTHCARE","KS","1500 SW 10TH ST","66604","34"
"28878.64","5622.5","4596.75","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Kansas City","SHAWNEE MISSION","170104","SHAWNEE MISSION MEDICAL CENTER","KS","9100 W 74TH STREET","66204","56"
"22894.48","6278.46","5261.82","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KS - Wichita","WICHITA","170122","VIA CHRISTI HOSPITALS WICHITA INC","KS","929 N ST FRANCIS ST","67214","39"
"36609","7334.66","5200.59","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KS - Wichita","WICHITA","170123","WESLEY MEDICAL CENTER","KS","550 N HILLSIDE ST","67214","27"
"20179.53","5476.46","4404.86","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KS - Topeka","MANHATTAN","170142","MERCY REGIONAL HEALTH CENTER","KS","1823 COLLEGE AVE","66502","15"
"38828.58","6643","4398.82","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Kansas City","OVERLAND PARK","170182","MENORAH MEDICAL CENTER","KS","5721 WEST 119TH STREET","66209","17"
"11746.63","5332.51","4311.03","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KS - Wichita","WICHITA","170186","KANSAS HEART HOSPITAL","KS","3601 NORTH WEBB ROAD","67226","190"
"17080.11","5266","4333.33","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KS - Wichita","WICHITA","170192","GALICHIA HEART HOSPITAL LLC","KS","2610 N WOODLAWN","67220","18"
"15452.41","5513","4577.66","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MO - Kansas City","OVERLAND PARK","170195","HEARTLAND SURGICAL SPEC HOSPITAL","KS","10720 NALL AVENUE","66211","12"
"21232.82","5266","4407.88","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KS - Wichita","ANDOVER","170197","KANSAS MEDICAL CENTER LLC","KS","1124 WEST 21ST STREET","67002","17"
"32284.56","6790.47","5410.59","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","WV - Huntington","ASHLAND","180009","KING'S DAUGHTERS' MEDICAL CENTER","KY","2201 LEXINGTON AVENUE","41101","57"
"18180.78","5851","4355.54","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KY - Lexington","LEXINGTON","180010","SAINT JOSEPH HOSPITAL","KY","ONE SAINT JOSEPH DRIVE","40504","50"
"13662.38","5893.29","4644.58","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KY - Louisville","ELIZABETHTOWN","180012","HARDIN MEMORIAL HOSPITAL","KY","913 NORTH DIXIE AVENUE","42701","31"
"18149.16","6416.32","5282.30","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Nashville","BOWLING GREEN","180013","THE MEDICAL CENTER AT BOWLING GREEN","KY","250 PARK STREET","42101","65"
"14913.36","5473.52","4704.05","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KY - Paducah","MURRAY","180027","MURRAY-CALLOWAY COUNTY HOSPITAL","KY","803 POPLAR STREET","42071","19"
"19681.27","6743.29","4519.33","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KY - Covington","COVINGTON","180035","ST ELIZABETH MEDICAL CENTER NORTH","KY","401 EAST 20TH STREET","41014","48"
"19748.35","7503.46","5772.67","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KY - Owensboro","OWENSBORO","180038","OWENSBORO MEDICAL HEALTH SYSTEM","KY","811 EAST PARRISH AVENUE","42303","28"
"25198.52","6806.47","5427.26","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KY - Louisville","LOUISVILLE","180040","JEWISH HOSPITAL & ST MARY'S HEALTHCARE","KY","200 ABRAHAM FLEXNER WAY","40202","46"
"34177.92","7375","6639.76","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KY - Lexington","PIKEVILLE","180044","PIKEVILLE MEDICAL CENTER","KY","911 BYPASS ROAD","41501","26"
"16257.11","6116.70","5388","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KY - Lexington","DANVILLE","180048","EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER","KY","217 SOUTH THIRD STREET","40422","17"
"15505","5833.35","4955.35","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","TN - Nashville","HOPKINSVILLE","180051","JENNIE STUART MEDICAL CENTER","KY","320 WEST 18TH STREET","42240","14"
"28477.95","8706.13","7391.72","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KY - Lexington","LEXINGTON","180067","UNIVERSITY OF KENTUCKY HOSPITAL","KY","HOSPITAL ADMINISTRATION","40536","22"
"25952.23","6795.35","5730.42","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KY - Louisville","LOUISVILLE","180088","NORTON HOSPITALS, INC","KY","200 EAST CHESTNUT STREET","40202","68"
"18517.6","5353.28","4242.05","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KY - Paducah","PADUCAH","180102","LOURDES HOSPITAL","KY","1530 LONE OAK ROAD","42001","35"
"21124.14","5932.16","4984.5","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KY - Lexington","LEXINGTON","180103","CENTRAL BAPTIST HOSPITAL","KY","1740 NICHOLASVILLE ROAD","40503","84"
"28600.19","5454.88","4483.16","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KY - Paducah","PADUCAH","180104","WESTERN BAPTIST HOSPITAL","KY","2501 KENTUCKY AVENUE","42003","36"
"17891.93","5356.62","4232.01","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KY - Louisville","LOUISVILLE","180130","BAPTIST HOSPITAL EAST","KY","4000 KRESGE WAY","40207","66"
"33830.5","7764.31","5179.31","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","KY - Lexington","SOMERSET","180132","LAKE CUMBERLAND REGIONAL HOSPITAL","KY","305 LANGDON STREET, P O BOX 620","42502","16"
"20048.35","6914.91","4895.4","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Lafayette","LAFAYETTE","190002","LAFAYETTE GENERAL MEDICAL CENTER","LA","1214 COOLIDGE AVENUE","70503","45"
"20590.91","5471.68","4141.48","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Houma","THIBODAUX","190004","THIBODAUX REGIONAL MEDICAL CENTER","LA","602 N ACADIA ROAD","70301","35"
"29967.83","5778.66","4843.33","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Houma","HOUMA","190008","TERREBONNE GENERAL MEDICAL CENTER","LA","8166 MAIN STREET","70360","12"
"51236.10","6379.63","4810.31","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Baton Rouge","HAMMOND","190015","NORTH OAKS MEDICAL CENTER, LLC","LA","15790 PAUL VEGA MD DRIVE","70403","19"
"29321.20","5788.33","4758.66","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Alexandria","ALEXANDRIA","190019","CHRISTUS ST FRANCES CABRINI HOSPITAL","LA","3330 MASONIC DRIVE","71301","24"
"50781.33","7052.2","5271.77","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Alexandria","ALEXANDRIA","190026","RAPIDES REGIONAL MEDICAL CENTER","LA","211 4TH STREET","71301","45"
"35364.05","8870.52","4129.41","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Lake Charles","LAKE CHARLES","190027","CHRISTUS ST PATRICK HOSPITAL","LA","524 DR MICHAEL DEBAKEY STREET","70601","17"
"45992","8159.56","4747.75","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - New Orleans","NEW ORLEANS","190036","OCHSNER FOUNDATION HOSPITAL","LA","1516 JEFFERSON HWY","70121","16"
"49305.26","7031.4","5082.8","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - New Orleans","MARRERO","190039","WEST JEFFERSON MEDICAL CENTER","LA","1101 MEDICAL CENTER BLVD","70072","15"
"39018.09","5506.72","4134.27","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Slidell","SLIDELL","190040","SLIDELL MEMORIAL HOSPITAL AND MEDICAL CENTER","LA","1001 GAUSE BLVD","70458","11"
"25752.90","10501.81","4435.36","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Shreveport","SHREVEPORT","190041","CHRISTUS SCHUMPERT HEALTH SYSTEM","LA","ONE ST MARY PLACE","71101","11"
"36367.36","7639.05","4704.68","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Metairie","COVINGTON","190045","ST TAMMANY PARISH HOSPITAL","LA","1202 S TYLER STREET","70433","19"
"35290.23","7010.92","5598.76","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - New Orleans","NEW ORLEANS","190046","TOURO INFIRMARY","LA","1401 FOUCHER STREET","70115","13"
"27285.21","6379.64","5254.5","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Lake Charles","LAKE CHARLES","190060","LAKE CHARLES MEMORIAL HOSPITAL","LA","1701 OAK PARK BLVD","70601","14"
"20987.01","6527.02","4826.7","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Baton Rouge","BATON ROUGE","190064","OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER","LA","5000 HENNESSY BLVD","70808","80"
"16632.33","6606.62","5107.96","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Baton Rouge","BATON ROUGE","190065","BATON ROUGE GENERAL MEDICAL CENTER","LA","3600 FLORIDA STREET","70806","27"
"22864","5681.62","4581","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Lafayette","LAFAYETTE","190102","OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC","LA","4801 AMBASSADOR CAFFERY PARKWAY","70508","16"
"27845.87","6359.21","5010.45","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Shreveport","SHREVEPORT","190111","WILLIS KNIGHTON MEDICAL CENTER","LA","2600 GREENWOOD ROAD","71103","33"
"34134.31","6174.06","5052.06","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Monroe","MONROE","190125","ST FRANCIS MEDICAL CENTER","LA","309 JACKSON STREET","71201","32"
"27083.57","6234","5226.21","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Metairie","METAIRIE","190146","EAST JEFFERSON GENERAL HOSPITAL","LA","4200 HOUMA BLVD","70006","19"
"37827.42","5873.61","4906.80","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Monroe","WEST MONROE","190160","GLENWOOD REGIONAL MEDICAL CENTER","LA","503 MCMILLAN ROAD","71291","26"
"62214.15","6070.23","5032.69","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Metairie","COVINGTON","190177","LAKEVIEW REGIONAL MEDICAL CENTER","LA","95 EAST FAIRWAY CENTER DRIVE","70433","13"
"51507.48","6785.69","5689.97","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Lafayette","LAFAYETTE","190205","THE REGIONAL MEDICAL CENTER OF ACADIANA","LA","2810 AMBASSADOR CAFFERY PARKWAY","70506","43"
"37828.52","5411.83","4475.16","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Slidell","LACOMBE","190250","LOUISIANA MEDICAL CENTER AND HEART HOSPITAL, LLC","LA","64030 HIGHWAY 434","70445","48"
"18758.55","5348.60","4115","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","LA - Lafayette","LAFAYETTE","190263","HEART HOSPITAL OF LAFAYETTE","LA","1105 KALISTE SALOOM ROAD","70508","110"
"11722.21","7322.59","5794.60","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","ME - Portland","PORTLAND","200009","MAINE MEDICAL CENTER","ME","22 BRAMHALL ST","4102","91"
"15717.82","6361.28","5470.51","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","ME - Portland","LEWISTON","200024","CENTRAL MAINE MEDICAL CENTER","ME","300 MAIN STREET","4240","39"
"16001.94","7225.66","5446.48","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","ME - Bangor","BANGOR","200033","EASTERN MAINE MEDICAL CENTER","ME","489 STATE ST, PO BOX 404","4401","75"
"6495.89","6106.14","5225.85","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","DC - Washington","HAGERSTOWN","210001","MERITUS MEDICAL CENTER","MD","11116 MEDICAL CAMPUS ROAD","21742","28"
"11580.16","10885.08","9847.41","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MD - Takoma Park","SILVER SPRING","210004","HOLY CROSS HOSPITAL","MD","1500 FOREST GLEN ROAD","20910","12"
"8113","7626.12","6645.62","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","DC - Washington","FREDERICK","210005","FREDERICK MEMORIAL HOSPITAL","MD","400 WEST SEVENTH ST","21701","16"
"6774.25","6462.33","5228.08","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MD - Baltimore","TOWSON","210007","SAINT JOSEPH MEDICAL CENTER","MD","7601 OSLER DRIVE","21204","24"
"11013.40","10352.72","9533.81","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MD - Baltimore","BALTIMORE","210008","MERCY MEDICAL CENTER INC","MD","301 ST PAUL PLACE","21202","22"
"13676.72","12856.22","11891.22","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MD - Baltimore","BALTIMORE","210009","JOHNS HOPKINS HOSPITAL, THE","MD","600 NORTH  WOLFE STREET","21287","36"
"11332.77","10652.88","9823.85","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MD - Baltimore","BALTIMORE","210011","SAINT AGNES HOSPITAL","MD","WILKENS & CATON AVENUES","21229","27"
"9103.14","8596.79","7340.71","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MD - Baltimore","BALTIMORE","210015","FRANKLIN SQUARE HOSPITAL CENTER","MD","9000 FRANKLIN SQUARE DR","21237","81"
"8782.88","8331.82","6968.25","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MD - Salisbury","SALISBURY","210019","PENINSULA REGIONAL MEDICAL CENTER","MD","100 E CARROLL AVE","21801","62"
"11885.78","11198.66","10027.88","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","DC - Washington","BETHESDA","210022","SUBURBAN HOSPITAL","MD","8600 OLD GEORGETOWN RD","20814","42"
"6150.84","5813.86","4726.69","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","DC - Washington","ANNAPOLIS","210023","ANNE ARUNDEL MEDICAL CENTER","MD","2001 MEDICAL PARKWAY","21401","79"
"9271.43","8715.17","7922.29","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","DC - Washington","CUMBERLAND","210027","WESTERN MARYLAND REGIONAL MEDICAL CENTER","MD","12500 WILLOWBROOK ROAD","21502","41"
"17955.63","16878.45","15855.18","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MD - Baltimore","BALTIMORE","210029","JOHNS HOPKINS BAYVIEW MEDICAL CENTER","MD","4940 EASTERN AVENUE","21224","11"
"13051.83","12268.5","11335.83","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","DE - Wilmington","ELKTON","210032","UNION HOSPITAL OF CECIL COUNTY","MD","106 BOW STREET","21921","12"
"9376.9","8829","7742.33","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MD - Baltimore","WESTMINSTER","210033","CARROLL HOSPITAL CENTER","MD","200 MEMORIAL AVE","21157","30"
"7807.97","7393.28","6166.92","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MD - Baltimore","GLEN BURNIE","210043","BALTIMORE WASHINGTON  MEDICAL CENTER","MD","301 HOSPITAL DR","21061","42"
"7171.41","6741.08","5833.63","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MD - Baltimore","BALTIMORE","210044","GREATER BALTIMORE MEDICAL CENTER","MD","6701 NORTH  CHARLES STREET","21204","36"
"9530.81","8958.90","8250.18","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MD - Baltimore","COLUMBIA","210048","HOWARD COUNTY GENERAL HOSPITAL","MD","5755 CEDAR LANE","21044","11"
"5981.05","5711.55","4348.53","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MD - Baltimore","BEL AIR","210049","UPPER CHESAPEAKE MEDICAL CENTER","MD","500 UPPER CHESAPEAKE DRIVE","21014","56"
"8636.86","8194.13","6793.33","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MD - Baltimore","BALTIMORE","210056","GOOD SAMARITAN HOSPITAL","MD","5601 LOCH RAVEN BLVD","21239","15"
"8602.17","8146.34","6815.52","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","DC - Washington","ROCKVILLE","210057","SHADY GROVE ADVENTIST HOSPITAL","MD","9901 MEDICAL CTR DR","20850","23"
"14929.42","7414.42","6365.57","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Worcester","LEOMINSTER","220001","HEALTHALLIANCE HOSPITALS, INC","MA","60 HOSPITAL ROAD","1453","14"
"14884","7302.72","4931.66","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","RI - Providence","ATTLEBORO","220008","STURDY MEMORIAL HOSPITAL","MA","211 PARK STREET","2703","18"
"17176.13","8463.32","7489.48","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Boston","HYANNIS","220012","CAPE COD HOSPITAL","MA","88 LEWIS BAY ROAD","2601","37"
"12700.28","7516.28","5854.71","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Boston","BEVERLY","220033","BEVERLY HOSPITAL CORPORATION","MA","85 HERRICK STREET","1915","14"
"26927.19","7374.96","6432.77","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Boston","SALEM","220035","NORTH SHORE MEDICAL CENTER","MA","81 HIGHLAND AVENUE","1970","31"
"19110.44","9233.62","6425.44","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NY - Albany","PITTSFIELD","220046","BERKSHIRE MEDICAL CENTER INC","MA","725 NORTH STREET","1201","29"
"23619.83","6833","5772.77","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Boston","PLYMOUTH","220060","JORDAN HOSPITAL INC","MA","275 SANDWICH STREET","2360","18"
"14110.86","7935.47","6468.65","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Boston","LOWELL","220063","LOWELL GENERAL HOSPITAL","MA","295 VARNUM AVENUE","1854","23"
"46292.18","9265.93","8290.94","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Boston","BOSTON","220071","MASSACHUSETTS GENERAL HOSPITAL","MA","55 FRUIT STREET","2114","91"
"23507.81","7958.42","5772.28","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Boston","FALL RIVER","220074","SOUTHCOAST HOSPITAL GROUP, INC","MA","363 HIGHLAND AVENUE","2720","49"
"19238.54","8963.42","7050.44","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Springfield","SPRINGFIELD","220077","BAYSTATE MEDICAL CENTER","MA","759 CHESTNUT STREET","1199","50"
"15678.09","6894.72","5377.90","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Boston","METHUEN","220080","HOLY FAMILY HOSPITAL","MA","70 EAST STREET","1844","33"
"16556.07","7037.57","5997.85","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Boston","LOWELL","220082","SAINTS  MEDICAL CENTER INC","MA","1 HOSPITAL DRIVE","1852","14"
"16529.98","10300.5","8943.53","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Boston","BOSTON","220086","BETH ISRAEL DEACONESS MEDICAL CENTER","MA","330 BROOKLINE AVENUE","2215","54"
"18007.92","8159.07","4760.57","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Boston","SOUTH WEYMOUTH","220100","SOUTH SHORE HOSPITAL","MA","55 FOGG ROAD","2190","14"
"38979.91","6961.16","6120.16","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Boston","NEWTON","220101","NEWTON-WELLESLEY HOSPITAL","MA","2014 WASHINGTON STREET","2462","12"
"51636.44","9795.64","8261.6","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Boston","BOSTON","220110","BRIGHAM AND WOMEN'S HOSPITAL","MA","75 FRANCIS STREET","2115","50"
"24429.95","7697.66","6755.66","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Boston","BROCKTON","220111","GOOD SAMARITAN MEDICAL CENTER","MA","235 NORTH PEARL STREET","2301","24"
"31229.16","11240.5","9323.38","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Boston","BOSTON","220116","TUFTS MEDICAL CENTER","MA","800 WASHINGTON STREET","2111","18"
"9929.25","6582.75","5747.75","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Boston","NORWOOD","220126","NORWOOD HOSPITAL","MA","800 WASHINGTON STREET","2062","16"
"15441.11","7024","6030.82","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Boston","FALMOUTH","220135","FALMOUTH HOSPITAL","MA","67 & 100 TER HEUN DRIVE","2540","17"
"20124.50","10010.11","8451.01","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Worcester","WORCESTER","220163","UMASS MEMORIAL MEDICAL CENTER INC","MA","55 LAKE AVENUE NORTH","1655","51"
"14741.95","9084.21","5813.86","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Boston","BURLINGTON","220171","LAHEY CLINIC HOSPITAL","MA","41 & 45 MALL ROAD","1803","23"
"13692.35","7494.70","6638.47","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Boston","FRAMINGHAM","220175","METROWEST MEDICAL CENTER","MA","115 LINCOLN STREET","1701","17"
"16418.4","7966","6991.33","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MA - Worcester","WORCESTER","220176","ST VINCENT HOSPITAL","MA","123 SUMMER STREET","1608","15"
"18694.90","6323.88","5303.03","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Muskegon","MUSKEGON","230004","MERCY HEALTH PARTNERS, MERCY CAMPUS","MI","1500 E SHERMAN BOULEVARD","49444","53"
"20494.25","7566.67","6752.37","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Kalamazoo","KALAMAZOO","230017","BRONSON METHODIST HOSPITAL","MI","601 JOHN STREET","49007","40"
"20386.28","7385.92","6417.92","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Royal Oak","SOUTHFIELD","230019","PROVIDENCE HOSPITAL AND MEDICAL CENTERS","MI","16001 W NINE MILE RD","48075","14"
"34338.47","7179.5","6289.97","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - Dearborn","DEARBORN","230020","OAKWOOD HOSPITAL AND MEDICAL CENTER","MI","18101 OAKWOOD BLVD","48124","34"
"19762.27","6422.90","5502.54","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","MI - St. Joseph","ST JOSEPH","230021","LAKELAND HOSPITAL, ST JOSEPH","MI","1234 NAPIER AVENUE","49085","11"
